"date","city","population","migration_rate","median_income","created_at"
"2008-09-01","Winnipeg",726191,"9.58","40600.00","2025-11-05 07:48:55.684194"
"2008-10-01","Calgary",1187853,"16.16","48900.00","2025-11-05 07:48:55.684194"
"2008-10-01","Edmonton",1132225,"16.16","47400.00","2025-11-05 07:48:55.684194"
"2008-10-01","Ottawa",1270565,"78.44","49800.00","2025-11-05 07:48:55.684194"
"2008-10-01","Toronto",5503077,"78.44","37400.00","2025-11-05 07:48:55.684194"
"2008-10-01","Vancouver",2254718,"32.30","36200.00","2025-11-05 07:48:55.684194"
"2008-10-01","Victoria",344737,"32.30","43383.33","2025-11-05 07:48:55.684194"
"2008-10-01","Winnipeg",726191,"9.58","40600.00","2025-11-05 07:48:55.684194"
"2008-11-01","Calgary",1187853,"16.16","48900.00","2025-11-05 07:48:55.684194"
"2008-11-01","Edmonton",1132225,"16.16","47400.00","2025-11-05 07:48:55.684194"
"2008-11-01","Ottawa",1270565,"78.44","49800.00","2025-11-05 07:48:55.684194"
"2008-11-01","Toronto",5503077,"78.44","37400.00","2025-11-05 07:48:55.684194"
"2008-11-01","Vancouver",2254718,"32.30","36200.00","2025-11-05 07:48:55.684194"
"2008-11-01","Victoria",344737,"32.30","43383.33","2025-11-05 07:48:55.684194"
"2008-11-01","Winnipeg",726191,"9.58","40600.00","2025-11-05 07:48:55.684194"
"2008-12-01","Calgary",1187853,"16.16","48900.00","2025-11-05 07:48:55.684194"
"2008-12-01","Edmonton",1132225,"16.16","47400.00","2025-11-05 07:48:55.684194"
"2008-12-01","Ottawa",1270565,"78.44","49800.00","2025-11-05 07:48:55.684194"
"2008-12-01","Toronto",5503077,"78.44","37400.00","2025-11-05 07:48:55.684194"
"2008-12-01","Vancouver",2254718,"32.30","36200.00","2025-11-05 07:48:55.684194"
"2008-12-01","Victoria",344737,"32.30","43383.33","2025-11-05 07:48:55.684194"
"2008-12-01","Winnipeg",726191,"9.58","40600.00","2025-11-05 07:48:55.684194"
"2009-01-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-01-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-01-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-01-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-01-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-01-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-01-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-02-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-02-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-02-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-02-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-02-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-02-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-02-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-03-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-03-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-03-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-03-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-03-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-03-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-03-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-04-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-04-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-04-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-04-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-04-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-04-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-04-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-05-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-05-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-05-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-05-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-05-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-05-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-05-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-06-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-06-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-06-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-06-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-06-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-06-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-06-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-07-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-07-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-07-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-07-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-07-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-07-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-07-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-08-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-08-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-08-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-08-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-08-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-08-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-08-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-09-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-09-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-09-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-09-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-09-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-09-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-09-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-10-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-10-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-10-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-10-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-10-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-10-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-10-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-11-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-11-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-11-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-11-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-11-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-11-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-11-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2009-12-01","Calgary",1220888,"20.27","48700.00","2025-11-05 07:48:55.684194"
"2009-12-01","Edmonton",1163778,"20.27","49100.00","2025-11-05 07:48:55.684194"
"2009-12-01","Ottawa",1291855,"80.59","51000.00","2025-11-05 07:48:55.684194"
"2009-12-01","Toronto",5589641,"80.59","37100.00","2025-11-05 07:48:55.684194"
"2009-12-01","Vancouver",2302362,"30.48","36700.00","2025-11-05 07:48:55.684194"
"2009-12-01","Victoria",348408,"30.48","44016.67","2025-11-05 07:48:55.684194"
"2009-12-01","Winnipeg",733037,"11.98","41500.00","2025-11-05 07:48:55.684194"
"2010-01-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-01-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-01-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-01-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-01-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-01-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-01-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-02-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-02-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-02-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-02-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-02-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-02-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-02-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-03-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-03-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-03-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-03-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-03-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-03-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-03-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-04-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-04-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-04-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-04-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-04-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-04-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-04-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-05-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-05-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-05-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-05-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-05-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-05-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-05-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-06-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-06-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-06-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-06-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-06-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-06-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-06-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-07-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-07-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-07-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-07-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-07-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-07-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-07-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-08-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-08-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-08-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-08-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-08-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-08-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-08-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-09-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-09-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-09-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-09-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-09-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-09-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-09-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-10-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-10-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-10-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-10-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-10-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-10-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-10-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-11-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-11-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-11-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-11-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-11-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-11-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-11-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2010-12-01","Calgary",1241029,"25.78","48000.00","2025-11-05 07:48:55.684194"
"2010-12-01","Edmonton",1184330,"25.78","48300.00","2025-11-05 07:48:55.684194"
"2010-12-01","Ottawa",1315118,"90.50","51900.00","2025-11-05 07:48:55.684194"
"2010-12-01","Toronto",5682330,"90.50","36400.00","2025-11-05 07:48:55.684194"
"2010-12-01","Vancouver",2345664,"32.26","34900.00","2025-11-05 07:48:55.684194"
"2010-12-01","Victoria",351498,"32.26","43250.00","2025-11-05 07:48:55.684194"
"2010-12-01","Winnipeg",739922,"14.17","40000.00","2025-11-05 07:48:55.684194"
"2011-01-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-01-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-01-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-01-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-01-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-01-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-01-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-02-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-02-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-02-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-02-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-02-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-02-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-02-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-03-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-03-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-03-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-03-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-03-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-03-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-03-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-04-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-04-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-04-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-04-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-04-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-04-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-04-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-05-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-05-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-05-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-05-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-05-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-05-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-05-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-06-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-06-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-06-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-06-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-06-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-06-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-06-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-07-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-07-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-07-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-07-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-07-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-07-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-07-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-08-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-08-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-08-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-08-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-08-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-08-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-08-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-09-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-09-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-09-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-09-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-09-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-09-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-09-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-10-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-10-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-10-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-10-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-10-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-10-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-10-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-11-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-11-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-11-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-11-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-11-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-11-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-11-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2011-12-01","Calgary",1263866,"23.07","50400.00","2025-11-05 07:48:55.684194"
"2011-12-01","Edmonton",1205356,"23.07","48500.00","2025-11-05 07:48:55.684194"
"2011-12-01","Ottawa",1335445,"69.41","53400.00","2025-11-05 07:48:55.684194"
"2011-12-01","Toronto",5769176,"69.41","35200.00","2025-11-05 07:48:55.684194"
"2011-12-01","Vancouver",2376699,"22.11","37500.00","2025-11-05 07:48:55.684194"
"2011-12-01","Victoria",352537,"22.11","44350.00","2025-11-05 07:48:55.684194"
"2011-12-01","Winnipeg",749627,"14.42","41100.00","2025-11-05 07:48:55.684194"
"2012-01-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-01-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-01-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-01-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-01-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-01-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-01-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-02-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-02-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-02-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-02-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-02-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-02-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-02-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-03-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-03-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-03-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-03-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-03-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-03-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-03-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-04-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-04-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-04-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-04-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-04-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-04-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-04-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-05-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-05-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-05-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-05-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-05-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-05-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-05-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-06-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-06-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-06-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-06-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-06-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
