"date","city","rent_value","data_flag","source","last_seen"
"2007-12-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-12-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-12-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-12-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-12-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-01-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-01-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-01-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-01-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-01-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-01-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-02-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-02-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-02-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-02-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-02-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-02-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-03-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-03-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-03-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-03-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-03-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-03-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-04-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-04-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-04-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-04-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-04-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-04-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-05-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-05-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-05-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-05-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-05-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-05-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-06-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-06-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-06-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-06-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-06-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-06-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-07-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-07-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-07-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-07-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-07-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-07-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-08-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-08-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-08-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-08-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-08-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-08-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-09-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-09-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-09-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-09-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-09-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-09-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-10-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-10-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-10-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-10-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-10-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-10-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-11-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-11-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-11-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-11-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-11-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-11-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2008-12-01","Calgary","1023.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2008-12-01","Edmonton","953.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2008-12-01","Toronto","1042.71","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2008-12-01","Vancouver","1050.06","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2008-12-01","Victoria","922.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2008-12-01","Winnipeg","671.19","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-01-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-01-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-01-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-01-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-01-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-01-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-02-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-02-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-02-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-02-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-02-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-02-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-03-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-03-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-03-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-03-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-03-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-03-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-04-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-04-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-04-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-04-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-04-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-04-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-05-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-05-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-05-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-05-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-05-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-05-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-06-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-06-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-06-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-06-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-06-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-06-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-07-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-07-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-07-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-07-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-07-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-07-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-08-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-08-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-08-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-08-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-08-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-08-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-09-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-09-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-09-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-09-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-09-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-09-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-10-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-10-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-10-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-10-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-10-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-10-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-11-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-11-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-11-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-11-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-11-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-11-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2009-12-01","Calgary","978.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2009-12-01","Edmonton","933.94","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2009-12-01","Toronto","1037.93","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2009-12-01","Vancouver","1087.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2009-12-01","Victoria","952.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2009-12-01","Winnipeg","719.43","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-01-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-01-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-01-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-01-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-01-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-01-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-02-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-02-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-02-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-02-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-02-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-02-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-03-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-03-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-03-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-03-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-03-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-03-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-04-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-04-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-04-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-04-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-04-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-04-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-05-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-05-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-05-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-05-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-05-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-05-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-06-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-06-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-06-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-06-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-06-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-06-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-07-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-07-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-07-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-07-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-07-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-07-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-08-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-08-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-08-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-08-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-08-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-08-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-09-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-09-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-09-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-09-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-09-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-09-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-10-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-10-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2010-10-01","Toronto","1062.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2010-10-01","Vancouver","1113.75","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2010-10-01","Victoria","971.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2010-10-01","Winnipeg","760.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2010-11-01","Calgary","962.73","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2010-11-01","Edmonton","945.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
